iter	RMSE
479	0.2634174747
480	0.2632439995
481	0.26316868
482	0.2630678539
483	0.2628490334
484	0.2627308187
485	0.2626231769
486	0.2624926484
487	0.2623530054
488	0.262255842
489	0.2621096923
490	0.261990183
491	0.2618583756
492	0.2617152753
493	0.2616167135
494	0.2614820043
495	0.2612929779
496	0.2611683137
497	0.2609764791
498	0.2608133493
499	0.2606239237
500	0.2604819227
501	0.2604050587
502	0.2602314104
503	0.2601267328
504	0.2599925343
505	0.2598986729
506	0.2597483146
507	0.2596268639
508	0.2594680949
509	0.2593097223
510	0.2592310631
511	0.2590637621
512	0.2589122233
513	0.258656689
514	0.2585261638
515	0.2584253746
516	0.2583051126
517	0.2581659593
518	0.2580167444
519	0.2578853816
520	0.2577163226
521	0.2575204079
522	0.257392108
523	0.2571719111
524	0.257000293
525	0.2568532233
526	0.2567793369
527	0.2566115665
528	0.2565200256
529	0.2563912202
530	0.2562976234
531	0.2561373477
532	0.2560724881
533	0.2559218743
534	0.2557996723
535	0.2556816279
536	0.2555072522
537	0.25534332
538	0.2551629971
539	0.255062497
540	0.2549307378
541	0.2547891723
542	0.2546171259
543	0.2544884685
544	0.2543481303
545	0.2542211885
546	0.2540471758
547	0.2539146024
548	0.2537808913
549	0.2536201568
550	0.2534675974
551	0.2533220739
552	0.2532805042
553	0.253136205
554	0.2529867547
555	0.2528554095
556	0.2527363933
557	0.2526437502
558	0.2524891442
559	0.252383328
560	0.252260027
561	0.2521412461
562	0.2520014174
563	0.2518585027
564	0.2517300451
565	0.251638591
566	0.2515259419
567	0.2514601043
568	0.2513103342
569	0.2512611902
570	0.2511240573
571	0.2510322577
572	0.2509674587
573	0.2508162194
574	0.2507590912
575	0.2506726556
576	0.2505727093
577	0.2504021242
578	0.250295101
579	0.2501481813
580	0.2499685127
581	0.2498566509
582	0.2497411539
583	0.2496453454
584	0.2495207365
585	0.2493977379
586	0.2493230101
587	0.2492155266
588	0.2491189442
589	0.2490012678
590	0.2489160852
591	0.2487896345
592	0.2487203309
593	0.2485218841
594	0.2484007124
595	0.2482962695
596	0.2482276745
597	0.2480855911
598	0.2479827065
599	0.2478386818
600	0.2477056399
601	0.2475848079
602	0.2474752298
603	0.2473909401
604	0.2473314517
605	0.2472536948
606	0.2471508095
607	0.2470419541
608	0.2469443013
609	0.2468466918
610	0.246706373
611	0.2466377564
612	0.2464787181
613	0.2463809483
614	0.2462333588
615	0.2461114702
616	0.245975519
617	0.2458548522
618	0.2457301283
619	0.2455775398
620	0.24550544
621	0.2454398791
622	0.2453216505
623	0.2451559198
624	0.2450665148
625	0.2449251411
626	0.2448236576
627	0.2447339611
628	0.2446131144
629	0.2444511216
630	0.2443553654
631	0.2442893054
632	0.24422417
633	0.2441066879
634	0.2439494891
635	0.2437333271
636	0.2436280973
637	0.2435159189
638	0.243413399
639	0.2433675568
640	0.2432937672
641	0.2432263375
642	0.2431207807
643	0.243019062
644	0.2429335461
645	0.2428312399
646	0.2427011862
647	0.2425862489
648	0.2424880265
649	0.2423705023
650	0.2422107753
651	0.2421178343
652	0.242055121
653	0.2419433526
654	0.241876618
655	0.2418140117
656	0.2416865974
657	0.2415931626
658	0.2415395675
659	0.2414663413
660	0.2413910634
661	0.2412882271
662	0.2411584973
663	0.2410535772
664	0.2409767869
665	0.2408288692
666	0.2407080777
667	0.2406104559
668	0.2404853644
669	0.2404031027
670	0.2402980362
671	0.2401942849
672	0.2400811627
673	0.240007986
674	0.239916518
675	0.2398031801
676	0.2396862147
677	0.2394925816
678	0.2394058111
679	0.2393309728
680	0.2392754746
681	0.2391416007
682	0.239032787
683	0.2389324262
684	0.2388451737
685	0.2387526488
686	0.238687555
687	0.2386170285
688	0.238549282
689	0.2384517915
690	0.2383384352
691	0.2382737442
692	0.2381851083
693	0.2380991955
694	0.2380601578
695	0.2379291299
696	0.2378495392
697	0.2378052872
698	0.2377077736
699	0.2376206493
700	0.2375186426
701	0.2373937661
702	0.2372685801
703	0.2371996012
704	0.2371174766
705	0.2370608698
706	0.2369676692
707	0.236835395
708	0.2367762155
709	0.2366825878
710	0.2365594558
711	0.2364365685
712	0.2363506669
713	0.2362308166
714	0.2360712741
715	0.2359927701
716	0.2359251509
717	0.2358134083
718	0.2357354562
719	0.2356451694
720	0.235551893
721	0.2354030068
722	0.2353205568
723	0.2352417387
724	0.2351951642
725	0.2351529493
726	0.2350761338
727	0.2350068079
728	0.2349414566
729	0.2349205203
730	0.2348199744
731	0.2347482583
732	0.2346947248
733	0.2346341702
734	0.2345414066
735	0.2344518123
736	0.2343719376
737	0.2342609766
738	0.2341664696
739	0.2341295015
740	0.2339904056
741	0.2338831881
742	0.2337939487
743	0.2337008334
744	0.2336241264
745	0.2335660891
746	0.2334735166
747	0.2333868436
748	0.2332962739
749	0.2332189629
750	0.2331899451
751	0.233051465
752	0.232927774
753	0.2328302672
754	0.2327665017
755	0.2327149595
756	0.2326427554
757	0.2325608131
758	0.2324191221
759	0.2323437478
760	0.2322675594
761	0.2322106598
762	0.2321436208
763	0.2320953593
764	0.2320039409
765	0.2319147231
766	0.2318216955
767	0.2317366532
768	0.2315576524
769	0.2314596839
770	0.2313910914
771	0.2313048845
772	0.2312181471
773	0.2311289703
774	0.2310366919
775	0.2309899552
776	0.2308951798
777	0.2308008353
778	0.2307227069
779	0.230620898
780	0.2305764517
781	0.2305172142
782	0.2304890016
783	0.2303716301
784	0.2303050428
785	0.2302183298
786	0.230081411
787	0.2299945419
788	0.2299410097
789	0.2298687704
790	0.2297877357
791	0.2296880474
792	0.2295836963
793	0.229514258
794	0.2294640911
795	0.229366215
796	0.2292563528
797	0.229167661
798	0.2291255067
799	0.2290687293
800	0.2289327321
801	0.2288634495
802	0.2287840517
803	0.2287044446
804	0.2285938448
805	0.228508492
806	0.2284265022
807	0.2283421774
808	0.2282765221
809	0.2282485744
810	0.2281602514
811	0.2281206946
812	0.2280058319
813	0.2279348126
814	0.2278386264
815	0.2277455931
816	0.2276390583
817	0.2275844953
818	0.2275007035
819	0.2274115114
820	0.2273207499
821	0.2272549453
822	0.2271355851
823	0.2270575807
824	0.2270450982
825	0.2269632455
826	0.2268640777
827	0.2268122067
828	0.2267505668
829	0.2266887987
830	0.2265889432
831	0.226474117
832	0.2263755609
833	0.2262944879
834	0.2262250284
835	0.2261122783
836	0.2260239123
837	0.225942447
838	0.2258463229
839	0.2257772008
840	0.2257040426
841	0.2256524759
842	0.2255855705
843	0.2254843838
844	0.2253734105
845	0.2252721108
846	0.2251789322
847	0.2250966074
848	0.2250217411
849	0.2249342949
850	0.2248141119
851	0.2247477521
852	0.2246728394
853	0.2245599847
854	0.2244972211
855	0.2244295415
856	0.2243193453
857	0.2242167208
858	0.2241495982
859	0.2240693549
860	0.2239650962
861	0.2238754358
862	0.2238573619
863	0.2237866037
864	0.2236926654
865	0.2235901873
866	0.223539493
867	0.2234553179
868	0.2233633416
869	0.2232794559
870	0.2232046516
871	0.223112385
872	0.2230739788
873	0.2229538478
874	0.2228857418
875	0.2227793766
876	0.2227236699
877	0.2226630177
878	0.2225922308
879	0.2224969648
880	0.2224514424
881	0.222329514
882	0.2222444439
883	0.2221980814
884	0.2221081865
885	0.222026018
886	0.2219831655
887	0.2218940646
888	0.2218504719
889	0.2218168407
890	0.2217069609
891	0.2216339716
892	0.2215828974
893	0.2214927994
894	0.2214080008
895	0.2213067065
896	0.2212101877
897	0.2211608383
898	0.2211266372
899	0.2210389428
900	0.2209667799
901	0.2208557784
902	0.2207287502
903	0.220687751
904	0.2206326043
905	0.2205069838
906	0.22041087
907	0.220348993
908	0.2202951512
909	0.2201642742
910	0.2200427673
911	0.2199831037
912	0.2198942851
913	0.219780797
914	0.2196705918
915	0.2195975418
916	0.2195335507
917	0.219474526
918	0.2193658541
919	0.2192646494
920	0.2191373247
921	0.2190971082
922	0.2190538627
923	0.2189874935
924	0.2189016611
925	0.2188210925
926	0.2187453168
927	0.2186767675
928	0.2186260972
929	0.2185705681
930	0.2184600439
931	0.2183941052
932	0.2183324995
933	0.2182903906
934	0.2182072751
935	0.2181320978
936	0.2180655926
937	0.217965149
938	0.217878164
939	0.2178237782
940	0.2177574499
941	0.2176846209
942	0.2175982746
943	0.2175285274
944	0.2174262876
945	0.2173217769
946	0.217228947
947	0.2171752006
948	0.2171273568
949	0.2170412126
950	0.2169356652
951	0.2168342111
952	0.2167457997
953	0.2166814863
954	0.2166036712
955	0.2165467712
956	0.2164324012
957	0.2163324572
958	0.2162864866
959	0.216221547
960	0.2161614119
961	0.2161090847
962	0.2160254041
963	0.2159822911
964	0.215911041
965	0.2158470912
966	0.2157775716
967	0.2156980598
968	0.2155884331
969	0.2154899245
970	0.2154065549
971	0.2153457603
972	0.2152767751
973	0.2151881527
974	0.2151199947
975	0.2150241903
976	0.2149382463
977	0.2148517838
978	0.2147686366
979	0.2146752439
980	0.2145996408
981	0.2145146473
982	0.2144327683
983	0.2143370277
984	0.2143314111
985	0.2142818781
986	0.2142267947
987	0.2141235976
988	0.2140557827
989	0.2139682936
990	0.21387371
991	0.2138173768
992	0.2137653802
993	0.2136763957
994	0.2136159621
995	0.2135341806
996	0.2134794216
997	0.2134078891
998	0.2133254651
999	0.2132698664
